Id,UpperDepth,LowerDepth,Value,Lambda,tsme
60030,15,30,41.1357448988162,0.1,0.0770199995934053
60030,30,60,36.2512511489419,0.1,0.0770199995934053
60030,60,100,19.9716395741137,0.1,0.0770199995934053
60030,100,200,-9999,0.1,0.0770199995934053
60031,0,5,23.260361169175,0.1,0.0641339749335404
60031,5,15,29.0550334099748,0.1,0.0641339749335404
60031,15,30,40.372752630287,0.1,0.0641339749335404
60031,30,60,56.7547413115804,0.1,0.0641339749335404
60031,60,100,56.1701373941154,0.1,0.0641339749335404
60031,100,200,-9999,0.1,0.0641339749335404
60033,0,5,12.8902429744508,0.1,0.860548381552102
60033,5,15,19.6392457687325,0.1,0.860548381552102
60033,15,30,23.1086172705874,0.1,0.860548381552102
60033,30,60,52.306278058149,0.1,0.860548381552102
60033,60,100,55.2597262595105,0.1,0.860548381552102
60033,100,200,-9999,0.1,0.860548381552102
60035,0,5,8.25917613323513,0.1,14.1823690478733
60035,5,15,8.98631475297298,0.1,14.1823690478733
60035,15,30,11.2494290883348,0.1,14.1823690478733
60035,30,60,26.4439990864756,0.1,14.1823690478733
60035,60,100,-9999,0.1,14.1823690478733
60035,100,200,-9999,0.1,14.1823690478733
60037,0,5,8.71432750371226,0.1,37.5376332095968
60037,5,15,8.32524969064511,0.1,37.5376332095968
60037,15,30,24.1251655254908,0.1,37.5376332095968
60037,30,60,40.4393776965435,0.1,37.5376332095968
60037,60,100,-9999,0.1,37.5376332095968
60037,100,200,-9999,0.1,37.5376332095968
60038,0,5,26.9137097308885,0.1,0.802368686915725
60038,5,15,41.7652948955011,0.1,0.802368686915725
60038,15,30,39.7989531688559,0.1,0.802368686915725
60038,30,60,28.9878133679085,0.1,0.802368686915725
60038,60,100,-9999,0.1,0.802368686915725
60038,100,200,-9999,0.1,0.802368686915725
60039,0,5,18.6502457121822,0.1,50.8037900629787
60039,5,15,17.773268022597,0.1,50.8037900629787
60039,15,30,29.552828098538,0.1,50.8037900629787
60039,30,60,56.7437518206089,0.1,50.8037900629787
60039,60,100,-9999,0.1,50.8037900629787
60039,100,200,-9999,0.1,50.8037900629787
60040,0,5,22.1695143884892,0.1,0.0056827739247452
60040,5,15,23.4371627697842,0.1,0.0056827739247452
60040,15,30,26.9001798561151,0.1,0.0056827739247452
60040,30,60,31.6556317446043,0.1,0.0056827739247452
60040,60,100,-9999,0.1,0.0056827739247452
60040,100,200,-9999,0.1,0.0056827739247452
60041,0,5,33.7719279750025,0.1,0.451823262672414
60041,5,15,47.683590260997,0.1,0.451823262672414
60041,15,30,58.2118589828233,0.1,0.451823262672414
60041,30,60,53.4973524644031,0.1,0.451823262672414
60041,60,100,54.2020070161701,0.1,0.451823262672414
60041,100,200,58.9616123160961,0.1,0.451823262672414
60043,0,5,35.9168560985994,0.1,0.200226292402549
60043,5,15,29.1517166815606,0.1,0.200226292402549
60043,15,30,27.962752901686,0.1,0.200226292402549
60043,30,60,42.6959040584875,0.1,0.200226292402549
60043,60,100,48.8013689841302,0.1,0.200226292402549
60043,100,200,46.7709485430504,0.1,0.200226292402549
60044,0,5,17.1440998566325,0.1,60.9529567299893
60044,5,15,21.5635073276745,0.1,60.9529567299893
60044,15,30,56.4029617914116,0.1,60.9529567299893
60044,30,60,46.8051427986255,0.1,60.9529567299893
60044,60,100,-9999,0.1,60.9529567299893
60044,100,200,-9999,0.1,60.9529567299893
60047,0,5,14.5477912096213,0.1,50.0465928405474
60047,5,15,15.4362273012882,0.1,50.0465928405474
60047,15,30,29.8661014795143,0.1,50.0465928405474
60047,30,60,56.4405895548682,0.1,50.0465928405474
60047,60,100,45.0689414590789,0.1,50.0465928405474
60047,100,200,-9999,0.1,50.0465928405474
60048,0,5,17.2367787005429,0.1,0.0818493675388071
60048,5,15,22.3690968507102,0.1,0.0818493675388071
60048,15,30,29.0027569731039,0.1,0.0818493675388071
60048,30,60,30.3656201349615,0.1,0.0818493675388071
60048,60,100,-9999,0.1,0.0818493675388071
60048,100,200,-9999,0.1,0.0818493675388071
60049,0,5,53.1229833514149,0.1,0.0281322831679006
60049,5,15,56.5671162938222,0.1,0.0281322831679006
60049,15,30,59.6949898323228,0.1,0.0281322831679006
60049,30,60,58.8392531463788,0.1,0.0281322831679006
60049,60,100,57.3308728643599,0.1,0.0281322831679006
60049,100,200,-9999,0.1,0.0281322831679006
60050,0,5,55.9912265533566,0.1,0.0219319397579047
60050,5,15,57.8265791887646,0.1,0.0219319397579047
60050,15,30,62.3621811836403,0.1,0.0219319397579047
60050,30,60,66.4438117467815,0.1,0.0219319397579047
60050,60,100,-9999,0.1,0.0219319397579047
60050,100,200,-9999,0.1,0.0219319397579047
60051,0,5,79.9664306105663,0.1,0.0425707144106802
60051,5,15,83.7317078578555,0.1,0.0425707144106802
60051,15,30,87.2618335515821,0.1,0.0425707144106802
60051,30,60,86.6646374148803,0.1,0.0425707144106802
60051,60,100,85.1396417057891,0.1,0.0425707144106802
60051,100,200,-9999,0.1,0.0425707144106802
60053,0,5,74.5793652879872,0.1,0.159860447847796
60053,5,15,77.2191509079582,0.1,0.159860447847796
60053,15,30,81.6217515502924,0.1,0.159860447847796
60053,30,60,82.4902003651258,0.1,0.159860447847796
60053,60,100,75.5480553173134,0.1,0.159860447847796
60053,100,200,54.6744558122611,0.1,0.159860447847796
60054,0,5,18.4552356163288,0.1,0.221622638898273
60054,5,15,25.3510961380621,0.1,0.221622638898273
60054,15,30,32.9147478394457,0.1,0.221622638898273
60054,30,60,30.9618464904512,0.1,0.221622638898273
60054,60,100,31.0054655792623,0.1,0.221622638898273
60054,100,200,-9999,0.1,0.221622638898273
60055,0,5,71.550434081224,0.1,0.983403035706415
60055,5,15,63.112934081224,0.1,0.983403035706415
60055,15,30,60.8023692221557,0.1,0.983403035706415
60055,30,60,59.8894353417629,0.1,0.983403035706415
60055,60,100,57.2920560623914,0.1,0.983403035706415
60055,100,200,-9999,0.1,0.983403035706415
60056,0,5,65.2031839146369,0.1,0.0179434898145287
60056,5,15,63.4009707520568,0.1,0.0179434898145287
60056,15,30,61.3147099014397,0.1,0.0179434898145287
60056,30,60,61.4892742136966,0.1,0.0179434898145287
60056,60,100,62.2175359576619,0.1,0.0179434898145287
60056,100,200,67.1895638137511,0.1,0.0179434898145287
60058,0,5,16.0149580323566,0.1,28.5212088297942
60058,5,15,19.0357997306692,0.1,28.5212088297942
60058,15,30,42.9515058543874,0.1,28.5212088297942
60058,30,60,45.3506386724257,0.1,28.5212088297942
60058,60,100,44.2323328739073,0.1,28.5212088297942
60058,100,200,-9999,0.1,28.5212088297942
60060,0,5,35.7567901234568,0.1,0.0695301783264747
60060,5,15,42.2058641975309,0.1,0.0695301783264747
60060,15,30,-9999,0.1,0.0695301783264747
60060,30,60,-9999,0.1,0.0695301783264747
60060,60,100,-9999,0.1,0.0695301783264747
60060,100,200,-9999,0.1,0.0695301783264747
60063,0,5,12.7451173521384,0.1,5.89805662551317
60063,5,15,44.026069465488,0.1,5.89805662551317
60063,15,30,58.2456419765489,0.1,5.89805662551317
60063,30,60,47.9299657114043,0.1,5.89805662551317
60063,60,100,-9999,0.1,5.89805662551317
60063,100,200,-9999,0.1,5.89805662551317
111724,0,5,10.9339586325016,0.1,4.55827217979973
111724,5,15,11.3772613118347,0.1,4.55827217979973
111724,15,30,12.7008393814654,0.1,4.55827217979973
111724,30,60,20.7853153453002,0.1,4.55827217979973
111724,60,100,29.7727965405793,0.1,4.55827217979973
111724,100,200,34.2888463286585,0.1,4.55827217979973
111725,0,5,3.52480968798361,0.1,1.64234646968172
111725,5,15,6.71452465739362,0.1,1.64234646968172
111725,15,30,14.8714139995136,0.1,1.64234646968172
111725,30,60,22.4084577982178,0.1,1.64234646968172
111725,60,100,27.1736035347983,0.1,1.64234646968172
111725,100,200,37.5860967486446,0.1,1.64234646968172
111727,0,5,18.6418626667485,0.1,23.4196418285576
111727,5,15,20.732294709749,0.1,23.4196418285576
111727,15,30,37.8261310824459,0.1,23.4196418285576
111727,30,60,51.2254996795565,0.1,23.4196418285576
111727,60,100,44.7009771169955,0.1,23.4196418285576
111727,100,200,-9999,0.1,23.4196418285576
131102,0,5,16.0961877435917,0.1,34.4772957458676
131102,5,15,15.4505275147323,0.1,34.4772957458676
131102,15,30,14.4199800172051,0.1,34.4772957458676
131102,30,60,35.3072595716487,0.1,34.4772957458676
131102,60,100,42.9819438098658,0.1,34.4772957458676
131102,100,200,29.1514887349887,0.1,34.4772957458676
131111,0,5,7.01093153711617,0.1,11.9931635982152
131111,5,15,6.94712463025331,0.1,11.9931635982152
131111,15,30,7.01324854770057,0.1,11.9931635982152
131111,30,60,16.8565057169034,0.1,11.9931635982152
131111,60,100,19.1222544045018,0.1,11.9931635982152
131111,100,200,-9999,0.1,11.9931635982152
131113,0,5,9.05343790993468,0.1,0.00423156787925443
131113,5,15,8.77751331729116,0.1,0.00423156787925443
131113,15,30,8.1550315297353,0.1,0.00423156787925443
131113,30,60,9.27642893090409,0.1,0.00423156787925443
131113,60,100,9.28124947404607,0.1,0.00423156787925443
131113,100,200,8.99160750773462,0.1,0.00423156787925443
131119,0,5,9.00805391383248,0.1,0.00560500070020841
131119,5,15,8.97076984721142,0.1,0.00560500070020841
131119,15,30,8.98597508108481,0.1,0.00560500070020841
131119,30,60,10.9752835481449,0.1,0.00560500070020841
131119,60,100,10.111813611464,0.1,0.00560500070020841
131119,100,200,-9999,0.1,0.00560500070020841
131151,0,5,10.048112590981,0.1,3.94668479865768
131151,5,15,9.76728148927671,0.1,3.94668479865768
131151,15,30,9.16768536841718,0.1,3.94668479865768
131151,30,60,13.3597356408341,0.1,3.94668479865768
131151,60,100,13.2151942607552,0.1,3.94668479865768
131151,100,200,-9999,0.1,3.94668479865768
131153,0,5,12.1371413522279,0.1,3.33641034497494
131153,5,15,11.3366532419411,0.1,3.33641034497494
131153,15,30,9.49433435623273,0.1,3.33641034497494
131153,30,60,15.4484562392273,0.1,3.33641034497494
131153,60,100,19.0646582308706,0.1,3.33641034497494
131153,100,200,-9999,0.1,3.33641034497494
131160,0,5,11.050149785991,0.1,2.71632751859786
131160,5,15,10.7574276655872,0.1,2.71632751859786
131160,15,30,10.1701543601956,0.1,2.71632751859786
131160,30,60,15.8072200365721,0.1,2.71632751859786
131160,60,100,12.6243715299725,0.1,2.71632751859786
131160,100,200,-9999,0.1,2.71632751859786
131161,0,5,61.6789797215956,0.1,0.183775832074178
131161,5,15,63.1650822173126,0.1,0.183775832074178
131161,15,30,65.5590180710146,0.1,0.183775832074178
131161,30,60,41.0362506894137,0.1,0.183775832074178
131161,60,100,19.8981833868141,0.1,0.183775832074178
131161,100,200,-9999,0.1,0.183775832074178
131170,0,5,62.7992402353139,0.1,0.00996439755634638
131170,5,15,63.8358555587409,0.1,0.00996439755634638
131170,15,30,66.3724142604928,0.1,0.00996439755634638
131170,30,60,65.8236276067117,0.1,0.00996439755634638
131170,60,100,63.425082125998,0.1,0.00996439755634638
131170,100,200,62.1680075658497,0.1,0.00996439755634638
131194,0,5,12.7699832370328,0.1,0.00972025053832117
131194,5,15,13.9576659458155,0.1,0.00972025053832117
131194,15,30,17.2034986358795,0.1,0.00972025053832117
131194,30,60,23.1996106881831,0.1,0.00972025053832117
131194,60,100,32.5543363879437,0.1,0.00972025053832117
131194,100,200,40.5976024149387,0.1,0.00972025053832117
131228,0,5,46.9644207903384,0.1,0.0102727899431133
131228,5,15,47.148132670995,0.1,0.0102727899431133
131228,15,30,47.8347144363167,0.1,0.0102727899431133
131228,30,60,52.431188571473,0.1,0.0102727899431133
131228,60,100,63.8377895947385,0.1,0.0102727899431133
131228,100,200,73.4382921630074,0.1,0.0102727899431133
131243,0,5,35.8168974449885,0.1,0.0107681957020561
131243,5,15,36.7623404453842,0.1,0.0107681957020561
131243,15,30,39.3622759175753,0.1,0.0107681957020561
131243,30,60,44.5081912396272,0.1,0.0107681957020561
131243,60,100,54.5546091521044,0.1,0.0107681957020561
131243,100,200,57.89227850359,0.1,0.0107681957020561
131250,0,5,49.0870480575975,0.1,0.0208531744306572
131250,5,15,48.6840755840644,0.1,0.0208531744306572
131250,15,30,47.5832178211723,0.1,0.0208531744306572
131250,30,60,45.3277577763281,0.1,0.0208531744306572
131250,60,100,31.8152315507803,0.1,0.0208531744306572
131250,100,200,24.589603318444,0.1,0.0208531744306572
131251,0,5,23.1695991739414,0.1,32.4094183581801
131251,5,15,22.0311647188596,0.1,32.4094183581801
131251,15,30,19.748678068667,0.1,32.4094183581801
131251,30,60,39.6307393116786,0.1,32.4094183581801
131251,60,100,43.2677640491006,0.1,32.4094183581801
131251,100,200,35.2415552935778,0.1,32.4094183581801
131264,0,5,31.9374614649745,0.1,0.204497016181855
131264,5,15,38.139452696591,0.1,0.204497016181855
131264,15,30,52.0006791018406,0.1,0.204497016181855
131264,30,60,54.1075106474102,0.1,0.204497016181855
131264,60,100,51.7684879435423,0.1,0.204497016181855
131264,100,200,54.2469334369022,0.1,0.204497016181855
131301,0,5,58.8091190164032,0.1,0.00623477780517138
131301,5,15,59.7947256336289,0.1,0.00623477780517138
131301,15,30,62.366742103219,0.1,0.00623477780517138
131301,30,60,64.989638449211,0.1,0.00623477780517138
131301,60,100,69.1976890583421,0.1,0.00623477780517138
131301,100,200,72.4818648956459,0.1,0.00623477780517138
131304,0,5,72.5534104344818,0.1,0.0188190047290975
131304,5,15,74.4269932210699,0.1,0.0188190047290975
131304,15,30,78.9882843691283,0.1,0.0188190047290975
131304,30,60,77.6111669900934,0.1,0.0188190047290975
131304,60,100,-9999,0.1,0.0188190047290975
131304,100,200,-9999,0.1,0.0188190047290975
131326,0,5,35.9999727216259,0.1,0.205927686974913
131326,5,15,36.000155827712,0.1,0.205927686974913
131326,15,30,35.9998906748611,0.1,0.205927686974913
131326,30,60,36.0783025243793,0.1,0.205927686974913
131326,60,100,58.7362173016512,0.1,0.205927686974913
131326,100,200,65.5745326701154,0.1,0.205927686974913
131331,0,5,47.8095054480919,0.1,0.0298045221461371
131331,5,15,48.6913638478735,0.1,0.0298045221461371
131331,15,30,51.3317232714262,0.1,0.0298045221461371
131331,30,60,59.9413680532007,0.1,0.0298045221461371
131331,60,100,59.6714271828147,0.1,0.0298045221461371
131331,100,200,-9999,0.1,0.0298045221461371
131334,0,5,31.2465601846257,0.1,0.0281644593543343
131334,5,15,34.4074756600631,0.1,0.0281644593543343
131334,15,30,42.9302345969487,0.1,0.0281644593543343
131334,30,60,56.349646244577,0.1,0.0281644593543343
131334,60,100,-9999,0.1,0.0281644593543343
131334,100,200,-9999,0.1,0.0281644593543343
131355,0,5,60.2191102707861,0.1,0.0683318103985378
131355,5,15,63.4951867128789,0.1,0.0683318103985378
131355,15,30,71.3041035686608,0.1,0.0683318103985378
131355,30,60,66.728327901793,0.1,0.0683318103985378
131355,60,100,-9999,0.1,0.0683318103985378
131355,100,200,-9999,0.1,0.0683318103985378
131364,0,5,47.7792022440701,0.1,0.0272608328869754
131364,5,15,48.9192829645926,0.1,0.0272608328869754
131364,15,30,52.1982053049158,0.1,0.0272608328869754
131364,30,60,60.882989568924,0.1,0.0272608328869754
131364,60,100,62.3639291962874,0.1,0.0272608328869754
131364,100,200,55.4346765706428,0.1,0.0272608328869754
131410,0,5,33.2781947323401,0.1,0.198824178204067
131410,5,15,37.0052084701609,0.1,0.198824178204067
131410,15,30,46.6287288487388,0.1,0.198824178204067
131410,30,60,54.0441067506567,0.1,0.198824178204067
131410,60,100,44.6096057973109,0.1,0.198824178204067
131410,100,200,52.7608447194069,0.1,0.198824178204067
131419,0,5,8.73227727694792,0.1,0.186406891039228
131419,5,15,15.278114798861,0.1,0.186406891039228
131419,15,30,32.7136100250491,0.1,0.186406891039228
131419,30,60,56.3637195914825,0.1,0.186406891039228
131419,60,100,63.7363507276183,0.1,0.186406891039228
131419,100,200,58.8814874160478,0.1,0.186406891039228
131430,0,5,67.8073439046291,0.1,0.0197702371708192
131430,5,15,68.8021162432269,0.1,0.0197702371708192
131430,15,30,71.3677613294849,0.1,0.0197702371708192
131430,30,60,73.3793933360229,0.1,0.0197702371708192
131430,60,100,73.344403548493,0.1,0.0197702371708192
131430,100,200,65.8264833018673,0.1,0.0197702371708192
131436,0,5,43.7318490933408,0.1,0.0195911018134516
131436,5,15,45.1164359863793,0.1,0.0195911018134516
131436,15,30,49.0396800535488,0.1,0.0195911018134516
131436,30,60,58.5241866771827,0.1,0.0195911018134516
131436,60,100,63.0703952892844,0.1,0.0195911018134516
131436,100,200,62.1785914310954,0.1,0.0195911018134516
131477,0,5,29.5565191224591,0.1,0.0170656750368339
131477,5,15,31.4170599915175,0.1,0.0170656750368339
131477,15,30,35.9804711842158,0.1,0.0170656750368339
131477,30,60,35.2573795798059,0.1,0.0170656750368339
131477,60,100,-9999,0.1,0.0170656750368339
131477,100,200,-9999,0.1,0.0170656750368339
131491,0,5,64.2300467249979,0.1,0.0754054455680146
131491,5,15,68.2056708468838,0.1,0.0754054455680146
131491,15,30,78.4706599848227,0.1,0.0754054455680146
131491,30,60,86.5943590667869,0.1,0.0754054455680146
131491,60,100,84.5603983991127,0.1,0.0754054455680146
131491,100,200,82.1341296961285,0.1,0.0754054455680146
131493,0,5,46.1660129178282,0.1,0.103142673588387
131493,5,15,50.472273140196,0.1,0.103142673588387
131493,15,30,61.3217123631151,0.1,0.103142673588387
131493,30,60,65.0698693012836,0.1,0.103142673588387
131493,60,100,62.1674912581514,0.1,0.103142673588387
131493,100,200,54.6212303127963,0.1,0.103142673588387
131499,0,5,19.6521881062676,0.1,25.0992140608241
131499,5,15,21.4481014421744,0.1,25.0992140608241
131499,15,30,37.7908083402621,0.1,25.0992140608241
131499,30,60,46.7376846270341,0.1,25.0992140608241
131499,60,100,-9999,0.1,25.0992140608241
131499,100,200,-9999,0.1,25.0992140608241
131518,0,5,26.8481292190606,0.1,0.00965563882210089
131518,5,15,27.4852746047204,0.1,0.00965563882210089
131518,15,30,29.467068521454,0.1,0.00965563882210089
131518,30,60,37.192345922098,0.1,0.00965563882210089
131518,60,100,-9999,0.1,0.00965563882210089
131518,100,200,-9999,0.1,0.00965563882210089
131637,0,5,50.4548897050014,0.1,0.111526518464815
131637,5,15,53.2695457474461,0.1,0.111526518464815
131637,15,30,60.2701320100404,0.1,0.111526518464815
131637,30,60,60.9884960019718,0.1,0.111526518464815
131637,60,100,56.1945973667408,0.1,0.111526518464815
131637,100,200,38.1799498933304,0.1,0.111526518464815
131663,0,5,23.5707693373995,0.1,36.6918357189616
131663,5,15,25.7870853548655,0.1,36.6918357189616
131663,15,30,46.6580898253396,0.1,36.6918357189616
131663,30,60,48.8046461741059,0.1,36.6918357189616
131663,60,100,-9999,0.1,36.6918357189616
131663,100,200,-9999,0.1,36.6918357189616
131669,0,5,28.3704527737695,0.1,0.0294154734593817
131669,5,15,31.0116001213147,0.1,0.0294154734593817
131669,15,30,37.5334847397066,0.1,0.0294154734593817
131669,30,60,37.3413870150672,0.1,0.0294154734593817
131669,60,100,-9999,0.1,0.0294154734593817
131669,100,200,-9999,0.1,0.0294154734593817
131673,0,5,31.7450902780459,0.1,12.1883260249235
131673,5,15,33.4561717866628,0.1,12.1883260249235
131673,15,30,46.1372736269573,0.1,12.1883260249235
131673,30,60,62.7141820106595,0.1,12.1883260249235
131673,60,100,67.1078405397087,0.1,12.1883260249235
131673,100,200,63.7387621459005,0.1,12.1883260249235
131766,0,5,22.1780827452397,0.1,52.3396935001407
131766,5,15,26.9755780257427,0.1,52.3396935001407
131766,15,30,59.134009749789,0.1,52.3396935001407
131766,30,60,57.7036625291646,0.1,52.3396935001407
131766,60,100,46.7780527381292,0.1,52.3396935001407
131766,100,200,-9999,0.1,52.3396935001407
131768,0,5,11.0051414023937,0.1,5.45522316301588
131768,5,15,10.9706297388259,0.1,5.45522316301588
131768,15,30,11.0206054997659,0.1,5.45522316301588
131768,30,60,16.569383021964,0.1,5.45522316301588
131768,60,100,41.999647686759,0.1,5.45522316301588
131768,100,200,34.7190786925892,0.1,5.45522316301588
131829,0,5,58.6513149664606,0.1,0.0242003301644608
131829,5,15,60.4517367261783,0.1,0.0242003301644608
131829,15,30,64.9002065165102,0.1,0.0242003301644608
131829,30,60,64.8546435536299,0.1,0.0242003301644608
131829,60,100,65.5232228055806,0.1,0.0242003301644608
131829,100,200,66.8335350164551,0.1,0.0242003301644608
131830,0,5,21.1314313819751,0.1,9.09102987358798
131830,5,15,20.2491982304673,0.1,9.09102987358798
131830,15,30,18.5784693920709,0.1,9.09102987358798
131830,30,60,31.4282958986264,0.1,9.09102987358798
131830,60,100,36.1737912729696,0.1,9.09102987358798
131830,100,200,32.9471554539696,0.1,9.09102987358798
131831,0,5,19.4911230305123,0.1,20.9637841294116
131831,5,15,22.9069596881983,0.1,20.9637841294116
131831,15,30,43.2967478248284,0.1,20.9637841294116
131831,30,60,45.6161199072895,0.1,20.9637841294116
131831,60,100,45.5788988861868,0.1,20.9637841294116
131831,100,200,44.3810972157266,0.1,20.9637841294116
154456,0,5,10.7968072382262,0.1,0.0149752470351929
154456,5,15,11.845985248539,0.1,0.0149752470351929
154456,15,30,14.3738112286009,0.1,0.0149752470351929
154456,30,60,13.1381094919216,0.1,0.0149752470351929
154456,60,100,13.3120775056721,0.1,0.0149752470351929
154456,100,200,12.3819116837401,0.1,0.0149752470351929
156116,0,5,62.767454974967,0.1,0.00478240273404621
156116,5,15,63.7430540253007,0.1,0.00478240273404621
156116,15,30,66.3649521494255,0.1,0.00478240273404621
156116,30,60,70.3430728622439,0.1,0.00478240273404621
156116,60,100,-9999,0.1,0.00478240273404621
156116,100,200,-9999,0.1,0.00478240273404621
156117,0,5,39.1973939264092,0.1,0.0829104394772007
156117,5,15,43.3416195179307,0.1,0.0829104394772007
156117,15,30,54.3036941466496,0.1,0.0829104394772007
156117,30,60,67.7675205042516,0.1,0.0829104394772007
156117,60,100,69.4559819470349,0.1,0.0829104394772007
156117,100,200,67.9565534574937,0.1,0.0829104394772007
156149,0,5,47.9594043014976,0.1,0.015100938902376
156149,5,15,48.1690186293416,0.1,0.015100938902376
156149,15,30,48.8375947829313,0.1,0.015100938902376
156149,30,60,51.635790396648,0.1,0.015100938902376
156149,60,100,51.2237336765406,0.1,0.015100938902376
156149,100,200,54.8793315813383,0.1,0.015100938902376
156158,0,5,66.7585160270598,0.1,0.0130516487117932
156158,5,15,68.0054092334914,0.1,0.0130516487117932
156158,15,30,71.2100828306168,0.1,0.0130516487117932
156158,30,60,73.444714354333,0.1,0.0130516487117932
156158,60,100,70.6481230824053,0.1,0.0130516487117932
156158,100,200,65.0648121599979,0.1,0.0130516487117932
156162,0,5,33.7754863511937,0.1,0.132586481637032
156162,5,15,34.9347539416644,0.1,0.132586481637032
156162,15,30,39.0146245950563,0.1,0.132586481637032
156162,30,60,62.0670134088483,0.1,0.132586481637032
156162,60,100,74.2326241332495,0.1,0.132586481637032
156162,100,200,72.3544425463201,0.1,0.132586481637032
156181,0,5,44.8867697091006,0.1,0.0413984071521313
156181,5,15,45.4714299611485,0.1,0.0413984071521313
156181,15,30,46.6935855241703,0.1,0.0413984071521313
156181,30,60,42.4986565887259,0.1,0.0413984071521313
156181,60,100,43.8992575537207,0.1,0.0413984071521313
156181,100,200,56.2926257296484,0.1,0.0413984071521313
156189,0,5,26.1767402847577,0.1,0.00365894204534041
156189,5,15,25.4352595588601,0.1,0.00365894204534041
156189,15,30,23.4704259992465,0.1,0.00365894204534041
156189,30,60,20.9773547956014,0.1,0.00365894204534041
156189,60,100,-9999,0.1,0.00365894204534041
156189,100,200,-9999,0.1,0.00365894204534041
156196,0,5,48.2292492241514,0.1,0.0664860949459216
156196,5,15,52.2089912109848,0.1,0.0664860949459216
156196,15,30,62.4711178905284,0.1,0.0664860949459216
156196,30,60,70.5031117304397,0.1,0.0664860949459216
156196,60,100,75.0976118889847,0.1,0.0664860949459216
156196,100,200,73.5690033723318,0.1,0.0664860949459216
156204,0,5,54.8643830340453,0.1,0.184061655794251
156204,5,15,55.5646360217153,0.1,0.184061655794251
156204,15,30,57.5207251260564,0.1,0.184061655794251
156204,30,60,61.4750044175201,0.1,0.184061655794251
156204,60,100,51.9336894073694,0.1,0.184061655794251
156204,100,200,63.8477139127107,0.1,0.184061655794251
156211,0,5,19.7492931196984,0.1,0.266670256218015
156211,5,15,27.520646795476,0.1,0.266670256218015
156211,15,30,30.9452167766258,0.1,0.266670256218015
156211,30,60,-9999,0.1,0.266670256218015
156211,60,100,-9999,0.1,0.266670256218015
156211,100,200,-9999,0.1,0.266670256218015
156220,0,5,36.0326428970571,0.1,0.008945737655211
156220,5,15,35.8956957429972,0.1,0.008945737655211
156220,15,30,35.2228354016419,0.1,0.008945737655211
156220,30,60,30.6721426214077,0.1,0.008945737655211
156220,60,100,-9999,0.1,0.008945737655211
156220,100,200,-9999,0.1,0.008945737655211
156230,0,5,52.3157069942209,0.1,0.0449216155381314
156230,5,15,50.6855660721379,0.1,0.0449216155381314
156230,15,30,46.9330143906808,0.1,0.0449216155381314
156230,30,60,52.2813049449399,0.1,0.0449216155381314
156230,60,100,58.809959413609,0.1,0.0449216155381314
156230,100,200,64.7408266168365,0.1,0.0449216155381314
156235,0,5,37.5049269147019,0.1,0.0668314719232526
156235,5,15,40.061217749366,0.1,0.0668314719232526
156235,15,30,47.2414018539211,0.1,0.0668314719232526
156235,30,60,63.4850120436641,0.1,0.0668314719232526
156235,60,100,68.0649136345369,0.1,0.0668314719232526
156235,100,200,64.5102990325665,0.1,0.0668314719232526
156244,0,5,10.082510373444,0.1,53.1800847991414
156244,5,15,9.65647123364188,0.1,53.1800847991414
156244,15,30,9.13833882403904,0.1,53.1800847991414
156244,30,60,34.263457163946,0.1,53.1800847991414
156244,60,100,-9999,0.1,53.1800847991414
156244,100,200,-9999,0.1,53.1800847991414
156255,0,5,15.7502237260447,0.1,61.3436429356411
156255,5,15,17.2081569772838,0.1,61.3436429356411
156255,15,30,21.9316570158042,0.1,61.3436429356411
156255,30,60,56.2561449761529,0.1,61.3436429356411
156255,60,100,61.6987958346625,0.1,61.3436429356411
156255,100,200,-9999,0.1,61.3436429356411
156271,0,5,21.8280708428365,0.1,0.0152740136882152
156271,5,15,22.7158204331904,0.1,0.0152740136882152
156271,15,30,25.3558604226571,0.1,0.0152740136882152
156271,30,60,33.8223277315812,0.1,0.0152740136882152
156271,60,100,38.80225015394,0.1,0.0152740136882152
156271,100,200,38.1865928895231,0.1,0.0152740136882152
156273,0,5,25.3765178348606,0.1,0.24732539207036
156273,5,15,28.2628102717559,0.1,0.24732539207036
156273,15,30,36.0857189427428,0.1,0.24732539207036
156273,30,60,48.4594157915328,0.1,0.24732539207036
156273,60,100,29.3375259192857,0.1,0.24732539207036
156273,100,200,-9999,0.1,0.24732539207036
156285,0,5,49.8163376229658,0.1,0.0378969312743621
156285,5,15,50.7646712428442,0.1,0.0378969312743621
156285,15,30,53.3625973538466,0.1,0.0378969312743621
156285,30,60,58.0369954493342,0.1,0.0378969312743621
156285,60,100,55.4129671437633,0.1,0.0378969312743621
156285,100,200,59.4824607639791,0.1,0.0378969312743621
156293,0,5,29.6635136577829,0.1,0.13341843565239
156293,5,15,31.4009479440383,0.1,0.13341843565239
156293,15,30,36.7074880371521,0.1,0.13341843565239
156293,30,60,55.7095600279678,0.1,0.13341843565239
156293,60,100,56.9323334914027,0.1,0.13341843565239
156293,100,200,51.4545751711864,0.1,0.13341843565239
156305,0,5,32.8578791596671,0.1,0.318940488045874
156305,5,15,38.7551761910012,0.1,0.318940488045874
156305,15,30,53.3843496033779,0.1,0.318940488045874
156305,30,60,54.283639715392,0.1,0.318940488045874
156305,60,100,51.6574816691206,0.1,0.318940488045874
156305,100,200,32.7678935548104,0.1,0.318940488045874
